Time,Intermittent phase,Intermittent mode,Pressure [hPa],Salinity [ä],O_ [% air sat.],O_ MovAvg [% air sat.],O_ Phase,O_ Amplitude,Temperature [¡C],Temperature MovAvg [¡C],Temperature used for compensation [¡C],PowerX4-EAC7 voltage [V] (flush),PowerX4-EAC7 relay number (flush),PowerX4-EAC7 relay state (flush),PowerX4-EAC7 relay current [mA] (flush),PowerX4-EAC7 parent voltage [V] (recirc),PowerX4-EAC7 relay number (recirc),PowerX4-EAC7 relay state (recirc),PowerX4-EAC7 relay current [mA] (recirc)
12:20:38 PM,M9,RITM,1013.25,29.13,105.16,105.16,28,8057,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,249
12:20:39 PM,M9,RITM,1013.25,29.13,105.04,105.04,28.01,8057,17.46,17.46,17.46,113000,2,OFF,0,113000,1,ON,249
12:20:40 PM,M9,RITM,1013.25,29.13,105.06,105.06,28.01,8058,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,249
12:20:41 PM,M9,RITM,1013.25,29.13,105.14,105.14,28,8060,17.46,17.46,17.46,113000,2,OFF,0,113000,1,ON,249
12:20:42 PM,M9,RITM,1013.25,29.13,105.1,105.1,28,8059,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:20:43 PM,M9,RITM,1013.25,29.13,105.2,105.2,27.99,8059,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:20:44 PM,M9,RITM,1013.25,29.13,105.41,105.41,27.97,8058,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:20:45 PM,M9,RITM,1013.25,29.13,105,105,28.01,8060,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,250
12:20:46 PM,M9,RITM,1013.25,29.13,105.12,105.12,28,8058,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,250
12:20:47 PM,M9,RITM,1013.25,29.13,105.04,105.04,28.01,8059,17.46,17.46,17.46,113000,2,OFF,0,113000,1,ON,250
12:20:48 PM,M9,RITM,1013.25,29.13,105.31,105.31,27.98,8059,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,250
12:20:49 PM,M9,RITM,1013.25,29.13,105,105,28.01,8056,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,250
12:20:50 PM,M9,RITM,1013.25,29.13,105.02,105.02,28.01,8059,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,250
12:20:51 PM,M9,RITM,1013.25,29.13,105.02,105.02,28.01,8054,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,250
12:20:52 PM,M9,RITM,1013.25,29.13,105.04,105.04,28.01,8054,17.46,17.46,17.46,113000,2,OFF,0,113000,1,ON,250
12:20:53 PM,M9,RITM,1013.25,29.13,105.34,105.34,27.98,8056,17.46,17.46,17.46,113000,2,OFF,0,113000,1,ON,250
12:20:54 PM,M9,RITM,1013.25,29.13,105.06,105.06,28.01,8060,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,250
12:20:55 PM,M9,RITM,1013.25,29.13,104.94,104.94,28.02,8060,17.46,17.46,17.46,113000,2,OFF,0,113000,1,ON,250
12:20:56 PM,M9,RITM,1013.25,29.13,104.92,104.92,28.02,8062,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,250
12:20:57 PM,M9,RITM,1013.25,29.13,105.39,105.39,27.97,8063,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,250
12:20:58 PM,M9,RITM,1013.25,29.13,105.1,105.1,28,8059,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,250
12:20:59 PM,M9,RITM,1013.25,29.13,105.17,105.17,27.99,8056,17.49,17.49,17.49,113000,2,OFF,0,113000,1,ON,250
12:21:00 PM,M9,RITM,1013.25,29.13,105.35,105.35,27.97,8060,17.5,17.5,17.5,113000,2,OFF,0,113000,1,ON,250
12:21:01 PM,M9,RITM,1013.25,29.13,105.1,105.1,28,8064,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,250
12:21:02 PM,M9,RITM,1013.25,29.13,105.12,105.12,28,8061,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,250
12:21:03 PM,M9,RITM,1013.25,29.13,104.78,104.78,28.03,8061,17.49,17.49,17.49,113000,2,OFF,0,113000,1,ON,250
12:21:04 PM,M9,RITM,1013.25,29.13,105.31,105.31,27.98,8062,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,250
12:21:05 PM,M9,RITM,1013.25,29.13,105.53,105.53,27.96,8054,17.46,17.46,17.46,113000,2,OFF,0,113000,1,ON,249
12:21:06 PM,M9,RITM,1013.25,29.13,105.31,105.31,27.98,8060,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:21:07 PM,M9,RITM,1013.25,29.13,105.02,105.02,28.01,8063,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:21:08 PM,M9,RITM,1013.25,29.13,105.16,105.16,28,8061,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,249
12:21:09 PM,M9,RITM,1013.25,29.13,105.45,105.45,27.97,8061,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,249
12:21:10 PM,M9,RITM,1013.25,29.13,105.06,105.06,28.01,8060,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,249
12:21:11 PM,M9,RITM,1013.25,29.13,105.06,105.06,28.01,8064,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,249
12:21:12 PM,M9,RITM,1013.25,29.13,105.38,105.38,27.98,8057,17.44,17.44,17.44,113000,2,OFF,0,113000,1,ON,249
12:21:13 PM,M9,RITM,1013.25,29.13,105.14,105.14,28,8065,17.46,17.46,17.46,113000,2,OFF,0,113000,1,ON,249
12:21:14 PM,M9,RITM,1013.25,29.13,105.12,105.12,28,8061,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:21:15 PM,M9,RITM,1013.25,29.13,105.49,105.49,27.96,8058,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:21:16 PM,M9,RITM,1013.25,29.13,104.98,104.98,28.01,8060,17.49,17.49,17.49,113000,2,OFF,0,113000,1,ON,249
12:21:17 PM,M9,RITM,1013.25,29.13,105.17,105.17,27.99,8055,17.49,17.49,17.49,113000,2,OFF,0,113000,1,ON,249
12:21:18 PM,M9,RITM,1013.25,29.13,105,105,28.01,8061,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:21:19 PM,M9,RITM,1013.25,29.13,105.39,105.39,27.97,8057,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:21:20 PM,M9,RITM,1013.25,29.13,105.2,105.2,27.99,8061,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:21:21 PM,M9,RITM,1013.25,29.13,105.22,105.22,27.99,8060,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:21:22 PM,M9,RITM,1013.25,29.13,105.02,105.02,28.01,8060,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:21:23 PM,M9,RITM,1013.25,29.13,104.92,104.92,28.02,8058,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:21:24 PM,M9,RITM,1013.25,29.13,105.31,105.31,27.98,8059,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:21:25 PM,M9,RITM,1013.25,29.13,105.36,105.36,27.98,8061,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,249
12:21:26 PM,M9,RITM,1013.25,29.13,105.26,105.26,27.99,8056,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,249
12:21:27 PM,M9,RITM,1013.25,29.13,104.96,104.96,28.02,8061,17.45,17.45,17.45,113000,2,OFF,0,113000,1,ON,249
12:21:28 PM,M9,RITM,1013.25,29.13,105.24,105.24,27.99,8061,17.46,17.46,17.46,113000,2,OFF,0,113000,1,ON,249
12:21:29 PM,M9,RITM,1013.25,29.13,104.92,104.92,28.02,8064,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:21:30 PM,M9,RITM,1013.25,29.13,105.1,105.1,28,8059,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:21:31 PM,M9,RITM,1013.25,29.13,105.1,105.1,28,8056,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:21:32 PM,M9,RITM,1013.25,29.13,105.31,105.31,27.98,8058,17.47,17.47,17.47,113000,2,OFF,0,113000,1,ON,249
12:21:33 PM,M9,RITM,1013.25,29.13,105.29,105.29,27.98,8062,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:21:34 PM,M9,RITM,1013.25,29.13,105,105,28.01,8064,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:21:35 PM,M9,RITM,1013.25,29.13,105,105,28.01,8064,17.48,17.48,17.48,113000,2,OFF,0,113000,1,ON,249
12:21:36 PM,M9,RITM,1013.25,29.13,104.96,104.96,28.01,8059,17.5,17.5,17.5,113000,2,OFF,0,113000,1,ON,249
12:21:37 PM,M9,RITM,1013.25,29.13,105.21,105.21,27.98,8066,17.52,17.52,17.52,113000,2,OFF,0,113000,1,ON,249
12:21:38 PM,M9,RITM,1013.25,29.13,105.03,105.03,28,8058,17.51,17.51,17.51,113000,2,OFF,0,113000,1,ON,249
12:21:39 PM,M9,RITM,1013.25,29.13,104.96,104.96,28.01,8059,17.5,17.5,17.5,113000,2,OFF,0,113000,1,ON,249
12:21:40 PM,M9,RITM,1013.25,29.13,105.06,105.06,28,8059,17.5,17.5,17.5,113000,2,OFF,0,113000,1,ON,249
12:21:41 PM,M9,RITM,1013.25,29.13,105.15,105.15,27.99,8059,17.5,17.5,17.5,113000,2,OFF,0,113000,1,ON,249
12:21:42 PM,M9,RITM,1013.25,29.13,105.15,105.15,27.99,8059,17.5,17.5,17.5,113000,2,OFF,0,113000,1,ON,249
12:21:43 PM,M9,RITM,1013.25,29.13,104.96,104.96,28.01,8061,17.5,17.5,17.5,113000,2,OFF,0,113000,1,ON,249
12:21:44 PM,M9,RITM,1013.25,29.13,104.92,104.92,28.01,8066,17.52,17.52,17.52,113000,2,OFF,0,113000,1,ON,249
12:21:45 PM,M9,RITM,1013.25,29.13,105.01,105.01,28,8063,17.52,17.52,17.52,113000,2,OFF,0,113000,1,ON,249
12:21:46 PM,M9,RITM,1013.25,29.13,105.09,105.09,27.99,8061,17.53,17.53,17.53,113000,2,OFF,0,113000,1,ON,249
12:21:47 PM,M9,RITM,1013.25,29.13,105.19,105.19,27.98,8063,17.53,17.53,17.53,113000,2,OFF,0,113000,1,ON,249
12:21:48 PM,M9,RITM,1013.25,29.13,105.01,105.01,28,8064,17.52,17.52,17.52,113000,2,OFF,0,113000,1,ON,249
12:21:49 PM,M9,RITM,1013.25,29.13,104.82,104.82,28.02,8061,17.52,17.52,17.52,113000,2,OFF,0,113000,1,ON,249
12:21:50 PM,M9,RITM,1013.25,29.13,105.07,105.07,27.99,8063,17.54,17.54,17.54,113000,2,OFF,0,113000,1,ON,249
12:21:51 PM,M9,RITM,1013.25,29.13,105.36,105.36,27.96,8068,17.54,17.54,17.54,113000,2,OFF,0,113000,1,ON,249
12:21:52 PM,M9,RITM,1013.25,29.13,104.6,104.6,28.04,8063,17.53,17.53,17.53,113000,2,OFF,0,113000,1,ON,249
12:21:53 PM,M9,RITM,1013.25,29.13,104.85,104.85,28.01,8056,17.55,17.55,17.55,113000,2,OFF,0,113000,1,ON,249
12:21:54 PM,M9,RITM,1013.25,29.13,105.05,105.05,27.99,8062,17.55,17.55,17.55,113000,2,OFF,0,113000,1,ON,249
12:21:55 PM,M9,RITM,1013.25,29.13,104.99,104.99,28,8060,17.53,17.53,17.53,112000,2,OFF,0,112000,1,ON,246
12:21:56 PM,M9,RITM,1013.25,29.13,104.97,104.97,28,8064,17.54,17.54,17.54,112000,2,OFF,0,112000,1,ON,246
12:21:57 PM,M9,RITM,1013.25,29.13,104.97,104.97,28,8070,17.54,17.54,17.54,112000,2,OFF,0,112000,1,ON,246
12:21:58 PM,M9,RITM,1013.25,29.13,105.19,105.19,27.98,8059,17.53,17.53,17.53,112000,2,OFF,0,112000,1,ON,246
12:21:59 PM,M9,RITM,1013.25,29.13,105.01,105.01,28,8060,17.52,17.52,17.52,112000,2,OFF,0,112000,1,ON,246
12:22:00 PM,M9,RITM,1013.25,29.13,105.19,105.19,27.98,8058,17.53,17.53,17.53,112000,2,OFF,0,112000,1,ON,246
12:22:01 PM,M9,RITM,1013.25,29.13,104.87,104.87,28.01,8064,17.54,17.54,17.54,112000,2,OFF,0,112000,1,ON,246
12:22:02 PM,M9,RITM,1013.25,29.13,105.34,105.34,27.96,8063,17.55,17.55,17.55,112000,2,OFF,0,112000,1,ON,246
12:22:03 PM,M9,RITM,1013.25,29.13,105.15,105.15,27.98,8063,17.55,17.55,17.55,112000,2,OFF,0,112000,1,ON,246
12:22:04 PM,M9,RITM,1013.25,29.13,105.15,105.15,27.98,8065,17.55,17.55,17.55,112000,2,OFF,0,112000,1,ON,246
12:22:05 PM,M9,RITM,1013.25,29.13,104.56,104.56,28.04,8058,17.55,17.55,17.55,112000,2,OFF,0,112000,1,ON,246
12:22:06 PM,M9,RITM,1013.25,29.13,105.19,105.19,27.98,8061,17.53,17.53,17.53,112000,2,OFF,0,112000,1,ON,245
12:22:07 PM,M9,RITM,1013.25,29.13,104.6,104.6,28.04,8062,17.53,17.53,17.53,112000,2,OFF,0,112000,1,ON,245
12:22:08 PM,M9,RITM,1013.25,29.13,104.68,104.68,28.03,8062,17.54,17.54,17.54,112000,2,OFF,0,112000,1,ON,245
12:22:09 PM,M9,RITM,1013.25,29.13,104.78,104.78,28.02,8060,17.54,17.54,17.54,112000,2,OFF,0,112000,1,ON,245
12:22:10 PM,M9,RITM,1013.25,29.13,104.58,104.58,28.04,8065,17.54,17.54,17.54,112000,2,OFF,0,112000,1,ON,245
12:22:11 PM,M9,RITM,1013.25,29.13,105.05,105.05,27.99,8060,17.55,17.55,17.55,112000,2,OFF,0,112000,1,ON,245
12:22:12 PM,M9,RITM,1013.25,29.13,104.87,104.87,28.01,8065,17.54,17.54,17.54,112000,2,OFF,0,112000,1,ON,245
12:22:13 PM,M9,RITM,1013.25,29.13,105.36,105.36,27.96,8063,17.54,17.54,17.54,112000,2,OFF,0,112000,1,ON,245
12:22:14 PM,M9,RITM,1013.25,29.13,105.03,105.03,27.99,8071,17.56,17.56,17.56,112000,2,OFF,0,112000,1,ON,245
12:22:15 PM,M9,RITM,1013.25,29.13,104.83,104.83,28.01,8059,17.56,17.56,17.56,112000,2,OFF,0,112000,1,ON,245
12:22:16 PM,M9,RITM,1013.25,29.13,105.03,105.03,27.99,8064,17.56,17.56,17.56,112000,2,OFF,0,112000,1,ON,246
12:22:17 PM,M9,RITM,1013.25,29.13,104.71,104.71,28.02,8062,17.57,17.57,17.57,112000,2,OFF,0,112000,1,ON,246
12:22:18 PM,M9,RITM,1013.25,29.13,104.64,104.64,28.03,8062,17.56,17.56,17.56,112000,2,OFF,0,112000,1,ON,246
12:22:19 PM,M9,RITM,1013.25,29.13,104.85,104.85,28.01,8064,17.55,17.55,17.55,112000,2,OFF,0,112000,1,ON,246
12:22:20 PM,M9,RITM,1013.25,29.13,105.13,105.13,27.98,8066,17.56,17.56,17.56,112000,2,OFF,0,112000,1,ON,246
12:22:21 PM,M9,RITM,1013.25,29.13,105.1,105.1,27.98,8060,17.57,17.57,17.57,112000,2,OFF,0,112000,1,ON,246
12:22:22 PM,M9,RITM,1013.25,29.13,104.71,104.71,28.02,8065,17.57,17.57,17.57,112000,2,OFF,0,112000,1,ON,246
12:22:23 PM,M9,RITM,1013.25,29.13,104.67,104.67,28.02,8060,17.59,17.59,17.59,112000,2,OFF,0,112000,1,ON,246
12:22:24 PM,M9,RITM,1013.25,29.13,104.96,104.96,27.99,8062,17.59,17.59,17.59,112000,2,OFF,0,112000,1,ON,246
12:22:25 PM,M9,RITM,1013.25,29.13,104.48,104.48,28.04,8061,17.59,17.59,17.59,112000,2,OFF,0,112000,1,ON,246
12:22:26 PM,M9,RITM,1013.25,29.13,104.99,104.99,27.99,8061,17.58,17.58,17.58,112000,2,OFF,0,112000,1,ON,246
12:22:27 PM,M9,RITM,1013.25,29.13,105.4,105.4,27.95,8060,17.57,17.57,17.57,112000,2,OFF,0,112000,1,ON,246
12:22:28 PM,M9,RITM,1013.25,29.13,104.81,104.81,28.01,8066,17.57,17.57,17.57,112000,2,OFF,0,112000,1,ON,246
12:22:29 PM,M9,RITM,1013.25,29.13,105.01,105.01,27.99,8065,17.57,17.57,17.57,112000,2,OFF,0,112000,1,ON,246
12:22:30 PM,M9,RITM,1013.25,29.13,104.81,104.81,28.01,8065,17.57,17.57,17.57,112000,2,OFF,0,112000,1,ON,246
12:22:31 PM,M9,RITM,1013.25,29.13,104.26,104.26,28.06,8064,17.6,17.6,17.6,112000,2,OFF,0,112000,1,ON,246
12:22:32 PM,M9,RITM,1013.25,29.13,104.92,104.92,27.99,8062,17.61,17.61,17.61,112000,2,OFF,0,112000,1,ON,246
12:22:33 PM,M9,RITM,1013.25,29.13,104.83,104.83,28,8065,17.61,17.61,17.61,112000,2,OFF,0,112000,1,ON,246
12:22:34 PM,M9,RITM,1013.25,29.13,104.63,104.63,28.02,8066,17.61,17.61,17.61,112000,2,OFF,0,112000,1,ON,246
12:22:35 PM,M9,RITM,1013.25,29.13,104.73,104.73,28.01,8059,17.61,17.61,17.61,112000,2,OFF,0,112000,1,ON,246
12:22:36 PM,M9,RITM,1013.25,29.13,104.75,104.75,28.01,8063,17.6,17.6,17.6,112000,2,OFF,0,112000,1,ON,245
12:22:37 PM,M9,RITM,1013.25,29.13,104.75,104.75,28.01,8063,17.6,17.6,17.6,112000,2,OFF,0,112000,1,ON,245
12:22:38 PM,M9,RITM,1013.25,29.13,104.77,104.77,28.01,8065,17.59,17.59,17.59,112000,2,OFF,0,112000,1,ON,245
12:22:39 PM,M9,RITM,1013.25,29.13,104.55,104.55,28.03,8062,17.6,17.6,17.6,112000,2,OFF,0,112000,1,ON,245
12:22:40 PM,M9,RITM,1013.25,29.13,104.75,104.75,28.01,8062,17.6,17.6,17.6,112000,2,OFF,0,112000,1,ON,245
12:22:41 PM,M9,RITM,1013.25,29.13,104.85,104.85,28,8064,17.6,17.6,17.6,112000,2,OFF,0,112000,1,ON,245
12:22:42 PM,M9,RITM,1013.25,29.13,104.87,104.87,28,8061,17.59,17.59,17.59,112000,2,OFF,0,112000,1,ON,245
12:22:43 PM,M9,RITM,1013.25,29.13,104.94,104.94,27.99,8062,17.6,17.6,17.6,112000,2,OFF,0,112000,1,ON,245
12:22:44 PM,M9,RITM,1013.25,29.13,104.55,104.55,28.03,8062,17.6,17.6,17.6,112000,2,OFF,0,112000,1,ON,245
12:22:45 PM,M9,RITM,1013.25,29.13,104.63,104.63,28.02,8064,17.61,17.61,17.61,112000,2,OFF,0,112000,1,ON,245
12:22:46 PM,M9,RITM,1013.25,29.13,104.9,104.9,27.99,8059,17.62,17.62,17.62,112000,2,OFF,0,112000,1,ON,246
12:22:47 PM,M9,RITM,1013.25,29.13,104.71,104.71,28.01,8064,17.62,17.62,17.62,112000,2,OFF,0,112000,1,ON,246
12:22:48 PM,M9,RITM,1013.25,29.13,105.08,105.08,27.97,8064,17.63,17.63,17.63,112000,2,OFF,0,112000,1,ON,246
12:22:49 PM,M9,RITM,1013.25,29.13,104.71,104.71,28.01,8062,17.62,17.62,17.62,112000,2,OFF,0,112000,1,ON,246
12:22:50 PM,M9,RITM,1013.25,29.13,104.73,104.73,28.01,8061,17.61,17.61,17.61,112000,2,OFF,0,112000,1,ON,246
12:22:51 PM,M9,RITM,1013.25,29.13,104.9,104.9,27.99,8063,17.62,17.62,17.62,112000,2,OFF,0,112000,1,ON,246
12:22:52 PM,M9,RITM,1013.25,29.13,104.51,104.51,28.03,8070,17.62,17.62,17.62,112000,2,OFF,0,112000,1,ON,246
12:22:53 PM,M9,RITM,1013.25,29.13,104.61,104.61,28.02,8062,17.62,17.62,17.62,112000,2,OFF,0,112000,1,ON,246
12:22:54 PM,M9,RITM,1013.25,29.13,104.8,104.8,28,8062,17.62,17.62,17.62,112000,2,OFF,0,112000,1,ON,246
12:22:55 PM,M9,RITM,1013.25,29.13,104.59,104.59,28.02,8063,17.63,17.63,17.63,112000,2,OFF,0,112000,1,ON,246
12:22:56 PM,M9,RITM,1013.25,29.13,105,105,27.98,8069,17.62,17.62,17.62,112000,2,OFF,0,112000,1,ON,247
12:22:57 PM,M9,RITM,1013.25,29.13,104.55,104.55,28.02,8068,17.65,17.65,17.65,112000,2,OFF,0,112000,1,ON,247
12:22:58 PM,M9,RITM,1013.25,29.13,104.66,104.66,28.01,8063,17.64,17.64,17.64,112000,2,OFF,0,112000,1,ON,247
12:22:59 PM,M9,RITM,1013.25,29.13,104.86,104.86,27.99,8068,17.64,17.64,17.64,112000,2,OFF,0,112000,1,ON,247
12:23:00 PM,M9,RITM,1013.25,29.13,104.28,104.28,28.05,8069,17.64,17.64,17.64,112000,2,OFF,0,112000,1,ON,247
12:23:01 PM,M9,RITM,1013.25,29.13,104.64,104.64,28.01,8062,17.65,17.65,17.65,112000,2,OFF,0,112000,1,ON,247
12:23:02 PM,M9,RITM,1013.25,29.13,104.78,104.78,28,8066,17.63,17.63,17.63,112000,2,OFF,0,112000,1,ON,247
12:23:03 PM,M9,RITM,1013.25,29.13,104.57,104.57,28.02,8065,17.64,17.64,17.64,112000,2,OFF,0,112000,1,ON,247
12:23:04 PM,M9,RITM,1013.25,29.13,104.86,104.86,27.99,8062,17.64,17.64,17.64,112000,2,OFF,0,112000,1,ON,247
12:23:05 PM,M9,RITM,1013.25,29.13,104.69,104.69,28.01,8064,17.63,17.63,17.63,112000,2,OFF,0,112000,1,ON,247
12:23:06 PM,M9,RITM,1013.25,29.13,104.71,104.71,28.01,8062,17.62,17.62,17.62,112000,2,OFF,0,112000,1,ON,245
12:23:07 PM,M9,RITM,1013.25,29.13,104.49,104.49,28.03,8068,17.63,17.63,17.63,112000,2,OFF,0,112000,1,ON,245
12:23:08 PM,M9,RITM,1013.25,29.13,104.96,104.96,27.98,8065,17.64,17.64,17.64,112000,2,OFF,0,112000,1,ON,245
12:23:09 PM,M9,RITM,1013.25,29.13,104.86,104.86,27.99,8063,17.64,17.64,17.64,112000,2,OFF,0,112000,1,ON,245
12:23:10 PM,M9,RITM,1013.25,29.13,104.76,104.76,28,8066,17.64,17.64,17.64,112000,2,OFF,0,112000,1,ON,245
12:23:11 PM,M9,RITM,1013.25,29.13,104.72,104.72,28,8062,17.66,17.66,17.66,112000,2,OFF,0,112000,1,ON,245
12:23:12 PM,M9,RITM,1013.25,29.13,104.45,104.45,28.03,8064,17.65,17.65,17.65,112000,2,OFF,0,112000,1,ON,245
12:23:13 PM,M9,RITM,1013.25,29.13,104.62,104.62,28.01,8065,17.66,17.66,17.66,112000,2,OFF,0,112000,1,ON,245
12:23:14 PM,M9,RITM,1013.25,29.13,104.29,104.29,28.04,8067,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,245
12:23:15 PM,M9,RITM,1013.25,29.13,104.85,104.85,27.98,8067,17.69,17.69,17.69,112000,2,OFF,0,112000,1,ON,245
12:23:16 PM,M9,RITM,1013.25,29.13,104.48,104.48,28.02,8066,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,245
12:23:17 PM,M9,RITM,1013.25,29.13,104.66,104.66,28,8069,17.69,17.69,17.69,112000,2,OFF,0,112000,1,ON,245
12:23:18 PM,M9,RITM,1013.25,29.13,104.76,104.76,27.99,8063,17.69,17.69,17.69,112000,2,OFF,0,112000,1,ON,245
12:23:19 PM,M9,RITM,1013.25,29.13,104.66,104.66,28,8062,17.69,17.69,17.69,112000,2,OFF,0,112000,1,ON,245
12:23:20 PM,M9,RITM,1013.25,29.13,104.39,104.39,28.03,8068,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,245
12:23:21 PM,M9,RITM,1013.25,29.13,104.87,104.87,27.98,8067,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,245
12:23:22 PM,M9,RITM,1013.25,29.13,104.29,104.29,28.04,8066,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,245
12:23:23 PM,M9,RITM,1013.25,29.13,104.58,104.58,28.01,8058,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,245
12:23:24 PM,M9,RITM,1013.25,29.13,104.7,104.7,28,8063,17.67,17.67,17.67,112000,2,OFF,0,112000,1,ON,245
12:23:25 PM,M9,RITM,1013.25,29.13,104.48,104.48,28.02,8059,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,245
12:23:26 PM,M9,RITM,1013.25,29.13,104.58,104.58,28.01,8064,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,246
12:23:27 PM,M9,RITM,1013.25,29.13,104.58,104.58,28.01,8069,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,246
12:23:28 PM,M9,RITM,1013.25,29.13,104.31,104.31,28.04,8070,17.67,17.67,17.67,112000,2,OFF,0,112000,1,ON,246
12:23:29 PM,M9,RITM,1013.25,29.13,104.48,104.48,28.02,8065,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,246
12:23:30 PM,M9,RITM,1013.25,29.13,104.48,104.48,28.02,8067,17.68,17.68,17.68,112000,2,OFF,0,112000,1,ON,246
12:23:31 PM,M9,RITM,1013.25,29.13,104.56,104.56,28.01,8069,17.69,17.69,17.69,112000,2,OFF,0,112000,1,ON,246
12:23:32 PM,M9,RITM,1013.25,29.13,104.85,104.85,27.98,8061,17.69,17.69,17.69,112000,2,OFF,0,112000,1,ON,246
12:23:33 PM,M9,RITM,1013.25,29.13,104.23,104.23,28.04,8063,17.71,17.71,17.71,112000,2,OFF,0,112000,1,ON,246
12:23:34 PM,M9,RITM,1013.25,29.13,104.74,104.74,27.99,8066,17.7,17.7,17.7,112000,2,OFF,0,112000,1,ON,246
12:23:35 PM,M9,RITM,1013.25,29.13,104.54,104.54,28.01,8065,17.7,17.7,17.7,112000,2,OFF,0,112000,1,ON,246
12:23:36 PM,M9,RITM,1013.25,29.13,104.32,104.32,28.03,8069,17.71,17.71,17.71,112000,2,OFF,0,112000,1,ON,246
12:23:37 PM,M9,RITM,1013.25,29.13,104.64,104.64,28,8066,17.7,17.7,17.7,112000,2,OFF,0,112000,1,ON,246
12:23:38 PM,M9,RITM,1013.25,29.13,104.46,104.46,28.02,8070,17.69,17.69,17.69,112000,2,OFF,0,112000,1,ON,246
12:23:39 PM,M9,RITM,1013.25,29.13,104.44,104.44,28.02,8064,17.7,17.7,17.7,112000,2,OFF,0,112000,1,ON,246
12:23:40 PM,M9,RITM,1013.25,29.13,104.81,104.81,27.98,8065,17.71,17.71,17.71,112000,2,OFF,0,112000,1,ON,246
12:23:41 PM,M9,RITM,1013.25,29.13,104.64,104.64,28,8067,17.7,17.7,17.7,112000,2,OFF,0,112000,1,ON,246
12:23:42 PM,M9,RITM,1013.25,29.13,104.54,104.54,28.01,8063,17.7,17.7,17.7,112000,2,OFF,0,112000,1,ON,246
12:23:43 PM,M9,RITM,1013.25,29.13,104.46,104.46,28.02,8067,17.69,17.69,17.69,112000,2,OFF,0,112000,1,ON,246
12:23:44 PM,M9,RITM,1013.25,29.13,104.56,104.56,28.01,8070,17.69,17.69,17.69,112000,2,OFF,0,112000,1,ON,246
12:23:45 PM,M9,RITM,1013.25,29.13,104.54,104.54,28.01,8067,17.7,17.7,17.7,112000,2,OFF,0,112000,1,ON,246
12:23:46 PM,M9,RITM,1013.25,29.13,104.52,104.52,28.01,8065,17.71,17.71,17.71,112000,2,OFF,0,112000,1,ON,247
